parent_company,lens_id,date_published,title,applicants,climate_codes,abstract
Alphabet,105-398-812-412-626,2025-07-30,NAVIGATIONSABFRAGEN,GOOGLE LLC,Y02D10/00; Y02D10/00,"A computer-implemented method executed on data processing hardware of a user device that causes the data processing hardware to perform operations comprising: receiving a voice input from a user associated with the user device, the voice input comprising a control term and one or more other terms; before performing any speech-to-text conversion on the received voice input to convert the one or more other terms in the received voice input into text, identifying that the voice input comprises the "
Alphabet,109-312-923-388-652,2025-06-19,Efficient Datacenter Energy Management Based On Compute Capacity and Fleet Management,GOOGLE LLC,Y02D10/00,"The technology is generally directed to a management framework that uses a predictive feedback control loop to reduce energy consumption of a datacenter. The framework determines how to place a series of jobs or workloads on the available pool of machines in a datacenter. For example, the framework may consider the current workload profile and the workload demand forecast of the datacenter to determine an updated workload profile. The updated workload profile may include a redistribution of the "
Alphabet,109-862-662-651-489,2025-09-09,MESH NETWORK ADDRESSING,GOOGLE LLC,Y02D30/70,"In embodiments of mesh network addressing, a border router receives an address prefix and associated configuration information from an external network. The received address prefix and the configuration information enable the border router to create a provisioning domain that includes the received address prefix and the configuration information, as well as a unique identifier. The border router forwards the created provisioning domain to a leader device in the mesh network that stores the provi"
Alphabet,110-645-941-343-109,2025-07-23,VERWALTUNG EINER UE-BEVORZUGTEN KONFIGURATION,GOOGLE LLC,Y02D30/70; Y02D30/70,
Alphabet,112-128-241-105-801,2025-06-15,COMPUESTOS DE FÓRMULA (I) O FÓRMULA (III) COMO MODULADORES DE LA VÍA INTEGRADA DEL ESTRÉS,ABBVIE INC; CALICO LIFE SCIENCES LLC,Y02A50/30,"Se proporcionan en la presente invención compuestos de Fórmula (I) o Fórmula (III) y sus composiciones farmacéuticas y usos para modular la respuesta integrada al estrés (ISR) y para tratar enfermedades, trastornos y afecciones relacionados, por ejemplo, una enfermedad neurodegenerativa, una leucodistrofia, un cáncer, una enfermedad inflamatoria, una enfermedad autoinmune, una infección vírica, una enfermedad cutánea, una enfermedad fibrótica, una enfermedad de la hemoglobina, una enfermedad ren"
Alphabet,119-785-450-234-305,2025-06-24,"Future prediction, using stochastic adversarial based sampling, for robotic control and/or other purpose(s)",GOOGLE LLC,Y02P90/02,"Techniques are disclosed that enable the generation of predicted sequences of terminals using a generator model portion of a prediction model. Various implementations include controlling actuators of a robot based on the predicted sequences of terminals. Additional or alternative implementations include jointly training the generator model portion of the prediction model using a discriminator model portion of the prediction model using, for example, stochastic adversarial based sampling."
Alphabet,133-446-875-710-929,2025-06-25,NIEDRIGENERGIE-SICHTSENSOR,GOOGLE LLC,Y02D10/00; Y02D30/50; Y02D10/00,
Alphabet,135-478-638-847-648,2025-07-30,TERMINALBEREICHSNAVIGATION UND STEUERUNG VON UAVS FÜR PAKETABLIEFERUNGSSYSTEM,WING AVIATION LLC,Y02T10/70,
Alphabet,139-226-197-100-876,2025-09-12,NON-INVASIVE CACHE NODE POWER REDUCTION,GOOGLE LLC,Y02D10/00,"Methods, systems, and apparatus for a computing device comprising; a caching subsystem comprising more than one cache nodes and a routing subsystem configured to operate in an intermediate dual hash mode while the caching subsystem modifies a subset of operational cache nodes."
Alphabet,144-820-242-160-45X,2025-08-13,UNABHÄNGIGE TAKTUNG FÜR KONFIGURATIONS- UND STATUSREGISTER,GOOGLE LLC,Y02D10/00,
Alphabet,147-994-430-504-706,2025-07-29,"Systems, methods, and devices for activity monitoring via a home assistant",GOOGLE LLC,Y02B20/40,"The various implementations described herein include methods, devices, and systems for monitoring activity in a home environment. In one aspect, a method performed at a voice-assistant device includes: detecting a sound; obtaining a determination as to whether the sound meets one or more monitoring criteria; and in accordance with a determination that the sound meets the one or more monitoring criteria, generating a notification."
Alphabet,150-128-332-472-912,2025-06-18,SYNTHETISCHE SPANNUNGSSIGNALE,GOOGLE LLC,Y02D10/00; Y02D10/00,
Alphabet,150-903-923-145-555,2025-09-16,Non-invasive cache node power reduction,GOOGLE LLC,Y02D10/00,"Methods, systems, and apparatus for a computing device comprising; a caching subsystem comprising more than one cache nodes and a routing subsystem configured to operate in an intermediate dual hash mode while the caching subsystem modifies a subset of operational cache nodes."
Alphabet,152-875-772-628-775,2025-07-23,VERWALTUNG EINER UE-BEVORZUGTEN KONFIGURATION,GOOGLE LLC,Y02D30/70; Y02D30/70,
Alphabet,154-624-923-187-142,2025-07-30,"ARCHITEKTUR FÜR HOCHLEISTUNGSFÄHIGE, ENERGIEEFFIZIENTE, PROGRAMMIERBARE BILDVERARBEITUNG",GOOGLE LLC,Y02D10/00; Y02D10/00,
Alphabet,164-274-338-442-128,2025-09-25,Large-Scale Accelerator System Energy Performance Optimization,GOOGLE LLC,Y02D10/00,"A method and system for controlling performance of a workload partitioned among a plurality of accelerator chips of a multi-chip system. One or more processors may receive performance speed data for each of the accelerator chips, obtain a model of the partitioned workload, determine a portion of the workload that is either overworked or underworked based on the model of the partitioned workload and the performance speed data for each of the plurality of accelerator chips, and adjust a performanc"
Alphabet,164-629-707-967-254,2025-09-04,METHOD FOR MANAGING REACHABILITY OF A USER EQUIPMENT IN A NON-TERRESTRIAL NETWORK,GOOGLE LLC,Y02D30/70,"A user equipment (UE) communicating with a non-terrestrial network (NTN) node can implement a method for managing paging for the UE from a core network (CN). The method includes: (i) receiving, from the CN and at the UE, a downlink message including NTN time information associated with reachability; (ii) starting, at the UE, a timer with a time duration based on the NTN time information; and (iii) suspending, at the UE, monitoring paging for the UE while the timer is running."
Alphabet,165-095-852-871-841,2025-09-01,"GENNEMLØBSOPTIMERET, TJENESTEKVALITETSBEVIDST EFFEKTBEGRÆNSNINGSSYSTEM",GOOGLE LLC,Y02D10/00,
Alphabet,171-536-061-424-285,2025-07-08,Adaptive frequency control in integrated circuits,GOOGLE LLC,Y02D10/00,"This document describes systems and techniques for adaptive frequency control in integrated circuits. In response to operating conditions that permit a lower frequency of a clock signal, the described systems and techniques dynamically reduce the clock frequency without adjusting the frequency of an input clock signal. The clock frequency is decreased by gating a fraction of the input clock signal and stretching the ungated cycles by an offset amount. By dynamically adjusting the clock frequency"
Alphabet,174-079-847-253-703,2025-09-24,ADAPTIVES WI-FI-BAKEN-ÜBERSPRINGEN FÜR BATTERIEBETRIEBENE VORRICHTUNGEN,GOOGLE LLC,Y02D30/70,"A Wi-Fi chip is configured to operate in a power saving Wi-Fi mode in which the Wi-Fi chip repeatedly checks, at a first time interval, periodic DTIM beacons transmitted at a second time interval by a wireless access point of a Wi-Fi network, wherein the first time interval is longer than the second time interval. Upon receiving a standby message, the Wi-Fi chip, during a predefined time duration, operates in a standby mode in which the Wi-Fi chip checks at a third time interval periodic DTIM be"
Alphabet,175-238-456-384-767,2025-06-24,Modular housing structure for unmanned aerial vehicles having a repeating structure and ingress point,WING AVIATION LLC,Y02T10/70; Y02T90/14; Y02T10/7072; Y02T90/12,A modular housing structure for housing a plurality of unmanned aerial vehicles (UAVs) includes a plurality of housing segments and a plurality of landing pads. The plurality of housing segments are shaped to mechanically join together to define an interior of the modular housing structure. The individual housing segments have a common structural shape that repeats when assembled to form the modular housing structure. The plurality of landing pads are positioned within the individual housing seg
Alphabet,175-400-731-825-954,2025-09-02,Method and device for audio input routing,GOOGLE TECHNOLOGY HOLDINGS LLC; GOOGLE LLC,Y02D30/70,A method on a mobile device for a wireless network is described. An audio input is monitored for a trigger phrase spoken by a user of the mobile device. A command phrase spoken by the user after the trigger phrase is buffered. The command phrase corresponds to a call command and a call parameter. A set of target contacts associated with the mobile device is selected based on respective voice validation scores and respective contact confidence scores. The respective voice validation scores are ba
